Tipo,Formula,Train_Corr,Test_Corr,Diff
Original,BQI_V2_ABS,0.2020467544038598,0.1846908045889975,0.0173559498148623
Derivada_Balanceada,original: BQI_V2_ABS,0.2020467544038598,0.1846908045889975,0.0173559498148623
Más_Robusta,(SPX_MACD_Signal) / (EarScore),-0.1542116805552643,-0.1541760212779613,3.5659277303035086e-05
